0.1	-0.251319	0.751348	-0.927108	1.14372
0.1	-0.256348	0.753737	-0.924467	1.14372
0.1	-0.268808	0.759376	-0.917646	1.14372
0.1	-0.281472	0.764686	-0.910293	1.14372
0.1	-0.29389	0.769465	-0.902654	1.14372
0.1	-0.306065	0.773721	-0.894735	1.14372
0.1	-0.317999	0.777462	-0.886541	1.14372
0.1	-0.329692	0.780692	-0.878079	1.14372
0.1	-0.341144	0.783417	-0.869351	1.14372
0.1	-0.352357	0.785641	-0.860363	1.14372
0.1	-0.363328	0.787367	-0.851117	1.14372
0.1	-0.374059	0.788598	-0.841618	1.14372
0.1	-0.384547	0.789336	-0.831868	1.14372
0.1	-0.394791	0.789582	-0.82187	1.14372
0.1	-0.404789	0.789336	-0.811626	1.14372
0.1	-0.414539	0.788598	-0.801138	1.14372
0.1	-0.424039	0.787367	-0.790407	1.14372
0.1	-0.433284	0.785641	-0.779435	1.14372
0.1	-0.442273	0.783417	-0.768223	1.14372
0.1	-0.451	0.780692	-0.75677	1.14372
0.1	-0.459463	0.777462	-0.745077	1.14372
0.1	-0.467656	0.773721	-0.733144	1.14372
0.1	-0.475575	0.769465	-0.720969	1.14372
0.1	-0.483214	0.764686	-0.70855	1.14372
0.1	-0.490567	0.759376	-0.695887	1.14372
0.1	-0.497389	0.753737	-0.683427	1.14372
0.1	-0.500029	0.751348	-0.678398	1.14372
0.1	-0.500029	0.751348	-2.24919	1.14372
0.1	-0.510111	0.770551	-2.25831	1.14372
0.1	-0.534488	0.816856	-2.28024	1.14372
0.1	-0.55852	0.862335	-2.30169	1.14372
0.1	-0.581504	0.905663	-2.32203	1.14372
0.1	-0.603587	0.947134	-2.34142	1.14372
0.1	-0.624887	0.986985	-2.35997	1.14372
0.1	-0.645501	1.0254	-2.37778	1.14372
0.1	-0.665508	1.06255	-2.39491	1.14372
0.1	-0.684973	1.09854	-2.41145	1.14372
0.1	-0.703952	1.13351	-2.42743	1.14372
0.1	-0.722493	1.16753	-2.44291	1.14372
0.1	-0.740638	1.20068	-2.45792	1.14372
0.1	-0.758422	1.23305	-2.4725	1.14372
0.1	-0.775879	1.26469	-2.48668	1.14372
0.1	-0.793035	1.29565	-2.50049	1.14372
0.1	-0.809916	1.32598	-2.51394	1.14372
0.1	-0.826546	1.35573	-2.52706	1.14372
0.1	-0.842944	1.38493	-2.53986	1.14372
0.1	-0.859129	1.41361	-2.55236	1.14372
0.1	-0.875118	1.44182	-2.56457	1.14372
0.1	-0.890927	1.46957	-2.57651	1.14372
0.1	-0.906571	1.49689	-2.58819	1.14372
0.1	-0.922063	1.52381	-2.59962	1.14372
0.1	-0.937417	1.55034	-2.6108	1.14372
0.1	-0.952117	1.57561	-2.62137	1.14372
0.1	-0.957944	1.58559	-2.62552	1.14372
0.1	-0.957944	1.58559	-4.19632	1.14372
0.1	-0.953706	1.58722	-4.20219	1.14372
0.1	-0.942919	1.59109	-4.21685	1.14372
0.1	-0.931523	1.59476	-4.23191	1.14372
0.1	-0.919905	1.59808	-4.24685	1.14372
0.1	-0.90807	1.60105	-4.26165	1.14372
0.1	-0.896021	1.60367	-4.27632	1.14372
0.1	-0.883765	1.60594	-4.29085	1.14372
0.1	-0.871304	1.60786	-4.30523	1.14372
0.1	-0.858645	1.60943	-4.31946	1.14372
0.1	-0.845792	1.61066	-4.33354	1.14372
0.1	-0.832749	1.61153	-4.34745	1.14372
0.1	-0.819521	1.61205	-4.3612	1.14372
0.1	-0.806114	1.61223	-4.37479	1.14372
0.1	-0.792532	1.61205	-4.38819	1.14372
0.1	-0.778781	1.61153	-4.40142	1.14372
0.1	-0.764864	1.61066	-4.41446	1.14372
0.1	-0.750788	1.60943	-4.42732	1.14372
0.1	-0.736556	1.60786	-4.43998	1.14372
0.1	-0.722174	1.60594	-4.45244	1.14372
0.1	-0.707647	1.60367	-4.46469	1.14372
0.1	-0.692978	1.60105	-4.47674	1.14372
0.1	-0.678174	1.59808	-4.48858	1.14372
0.1	-0.663238	1.59476	-4.50019	1.14372
0.1	-0.648175	1.59109	-4.51159	1.14372
0.1	-0.633517	1.58722	-4.52238	1.14372
0.1	-0.627646	1.58559	-4.52661	1.14372
0.1	-0.627646	1.58559	-4.18152	-1.14372
0.1	-0.623495	1.57561	-4.18735	-1.14372
0.1	-0.612925	1.55034	-4.20205	-1.14372
0.1	-0.601744	1.52381	-4.2174	-1.14372
0.1	-0.590318	1.49689	-4.2329	-1.14372
0.1	-0.57864	1.46957	-4.24854	-1.14372
0.1	-0.566699	1.44182	-4.26435	-1.14372
0.1	-0.554484	1.41361	-4.28034	-1.14372
0.1	-0.541982	1.38493	-4.29652	-1.14372
0.1	-0.529181	1.35573	-4.31292	-1.14372
0.1	-0.516064	1.32598	-4.32955	-1.14372
0.1	-0.502613	1.29565	-4.34643	-1.14372
0.1	-0.488809	1.26469	-4.36359	-1.14372
0.1	-0.474628	1.23305	-4.38105	-1.14372
0.1	-0.460046	1.20068	-4.39883	-1.14372
0.1	-0.445033	1.16753	-4.41697	-1.14372
0.1	-0.429554	1.13351	-4.43552	-1.14372
0.1	-0.413572	1.09854	-4.4545	-1.14372
0.1	-0.397039	1.06255	-4.47396	-1.14372
0.1	-0.379902	1.0254	-4.49397	-1.14372
0.1	-0.362098	0.986985	-4.51458	-1.14372
0.1	-0.343548	0.947134	-4.53588	-1.14372
0.1	-0.324159	0.905663	-4.55796	-1.14372
0.1	-0.303815	0.862335	-4.58095	-1.14372
0.1	-0.282368	0.816856	-4.60498	-1.14372
0.1	-0.260439	0.770551	-4.62936	-1.14372
0.1	-0.251319	0.751348	-4.63944	-1.14372
