0	0	0
0.512	0.000001	0.000001
0.511999	0.000004040	0.000001683
0.511998	0.000009090	0.000003787
0.511996	0.000016160	0.000006733
0.511993	0.000025250	0.000010521
0.51199	0.000036360	0.000015150
0.511987	0.000049490	0.000020621
0.511983	0.000064640	0.000026933
0.511978	0.000081810	0.000034088
0.511973	0.000101001	0.000042084
0.511967	0.000122211	0.000050922
0.511961	0.000145442	0.000060601
0.511954	0.000170693	0.000071123
0.511947	0.000197964	0.000082487
0.511939	0.000227257	0.000094693
0.511931	0.00025857	0.000107741
0.511922	0.000291904	0.000121631
0.511913	0.000327259	0.000136364
0.511903	0.000364635	0.000151939
0.511892	0.000404033	0.000168356
0.511881	0.000445453	0.000185616
0.51187	0.000488895	0.000203719
0.511857	0.000534359	0.000222665
0.511845	0.000581846	0.000242454
0.511832	0.000631355	0.000263086
0.511818	0.000682887	0.000284562
0.511804	0.000736443	0.000306881
0.511789	0.000792023	0.000330044
0.511773	0.000849627	0.000354051
0.511757	0.000909255	0.000378901
0.511741	0.000970908	0.000404597
0.511724	0.00103459	0.000431136
0.511707	0.00110029	0.00045852
0.511688	0.00116802	0.00048675
0.51167	0.00123778	0.000515824
0.511651	0.00130956	0.000545744
0.511631	0.00138337	0.000576509
0.511611	0.00145921	0.000608121
0.51159	0.00153708	0.000640578
0.511569	0.00161697	0.000673882
0.511547	0.0016989	0.000708032
0.511524	0.00178285	0.00074303
0.511501	0.00186884	0.000778875
0.511478	0.00195685	0.000815567
0.511454	0.0020469	0.000853107
0.511429	0.00213898	0.000891496
0.511404	0.0022331	0.000930733
0.511379	0.00232925	0.000970819
0.511352	0.00242743	0.00101175
0.511326	0.00252764	0.00105354
0.511298	0.0026299	0.00109617
0.511271	0.00273419	0.00113966
0.511242	0.00284051	0.00118399
0.511213	0.00294888	0.00122918
0.511184	0.00305928	0.00127522
0.511154	0.00317172	0.00132211
0.511123	0.0032862	0.00136985
0.511092	0.00340273	0.00141845
0.51106	0.00352129	0.0014679
0.511028	0.0036419	0.0015182
0.510995	0.00376455	0.00156936
0.510962	0.00388925	0.00162137
0.510928	0.00401599	0.00167423
0.510894	0.00414478	0.00172795
0.510859	0.00427561	0.00178253
0.510823	0.0044085	0.00183797
0.510787	0.00454343	0.00189426
0.510751	0.00468042	0.00195141
0.510714	0.00481945	0.00200941
0.510676	0.00496054	0.00206828
0.510638	0.00510368	0.00212801
0.510599	0.00524888	0.00218859
0.51056	0.00539613	0.00225004
0.51052	0.00554544	0.00231234
0.510479	0.0056968	0.00237551
0.510438	0.00585023	0.00243954
0.510397	0.00600572	0.00250444
0.510354	0.00616327	0.00257019
0.510312	0.00632288	0.00263682
0.510269	0.00648456	0.0027043
0.510225	0.0066483	0.00277265
0.51018	0.00681411	0.00284187
0.510136	0.00698199	0.00291196
0.51009	0.00715193	0.00298291
0.510044	0.00732395	0.00305473
0.509998	0.00749804	0.00312743
0.50995	0.00767421	0.00320099
0.509903	0.00785245	0.00327542
0.509854	0.00803277	0.00335072
0.509806	0.00821516	0.0034269
0.509756	0.00839964	0.00350395
0.509706	0.0085862	0.00358187
0.509656	0.00877484	0.00366067
0.509605	0.00896557	0.00374034
0.509553	0.00915838	0.00382089
0.509501	0.00935328	0.00390232
0.509448	0.00955028	0.00398463
0.509395	0.00974936	0.00406782
0.509341	0.00995054	0.00415188
0.509287	0.0101538	0.00423683
0.509232	0.0103592	0.00432266
0.509176	0.0105667	0.00440938
0.50912	0.0107762	0.00449697
0.509063	0.0109879	0.00458546
0.509006	0.0112017	0.00467483
0.508948	0.0114176	0.00476508
0.50889	0.0116356	0.00485623
0.508831	0.0118557	0.00494827
0.508771	0.0120779	0.00504119
0.508711	0.0123022	0.00513501
0.50865	0.0125287	0.00522972
0.508589	0.0127573	0.00532533
0.508527	0.0129879	0.00542183
0.508465	0.0132208	0.00551923
0.508402	0.0134557	0.00561753
0.508338	0.0136928	0.00571672
0.508274	0.013932	0.00581682
0.508209	0.0141733	0.00591782
0.508144	0.0144168	0.00601972
0.508078	0.0146624	0.00612253
0.508011	0.0149102	0.00622624
0.507944	0.0151601	0.00633086
0.507877	0.0154122	0.00643639
0.507808	0.0156664	0.00654283
0.507739	0.0159227	0.00665018
0.50767	0.0161812	0.00675845
0.5076	0.0164419	0.00686763
0.507529	0.0167047	0.00697772
0.507458	0.0169697	0.00708874
0.507386	0.0172369	0.00720067
0.507314	0.0175062	0.00731353
0.507241	0.0177777	0.00742731
0.507167	0.0180514	0.00754201
0.507093	0.0183273	0.00765764
0.507018	0.0186053	0.0077742
0.506943	0.0188856	0.00789169
0.506867	0.019168	0.00801011
0.50679	0.0194526	0.00812947
0.506713	0.0197394	0.00824976
0.506635	0.0200284	0.00837099
0.506557	0.0203196	0.00849316
0.506478	0.0206131	0.00861627
0.506398	0.0209087	0.00874032
0.506318	0.0212066	0.00886532
0.506237	0.0215066	0.00899127
0.506156	0.0218089	0.00911817
0.506074	0.0221135	0.00924603
0.505991	0.0224202	0.00937484
0.505908	0.0227292	0.0095046
0.505824	0.0230404	0.00963533
0.505739	0.0233539	0.00976701
0.505654	0.0236696	0.00989966
0.505568	0.0239876	0.0100333
0.505481	0.0243079	0.0101679
0.505394	0.0246304	0.0103034
0.505307	0.0249551	0.01044
0.505218	0.0252822	0.0105775
0.505129	0.0256115	0.010716
0.50504	0.0259431	0.0108555
0.504949	0.026277	0.0109959
0.504858	0.0266132	0.0111374
0.504767	0.0269516	0.0112798
0.504675	0.0272924	0.0114232
0.504582	0.0276355	0.0115677
0.504488	0.0279809	0.0117131
0.504394	0.0283287	0.0118596
0.504299	0.0286787	0.012007
0.504204	0.0290311	0.0121555
0.504108	0.0293858	0.012305
0.504011	0.0297429	0.0124555
0.503914	0.0301023	0.012607
0.503815	0.0304641	0.0127595
0.503717	0.0308283	0.0129131
0.503617	0.0311948	0.0130677
0.503517	0.0315637	0.0132234
0.503416	0.031935	0.01338
0.503315	0.0323086	0.0135378
0.503212	0.0326847	0.0136966
0.503109	0.0330632	0.0138564
