0.512	0	0
0.512	0.000030183	0
0.512	0.000120734	0
0.512	0.000271652	0
0.511999	0.000482935	0
0.511997	0.000754582	0
0.511994	0.00108659	0
0.511989	0.00147894	0
0.511981	0.00193163	0
0.51197	0.00244462	0
0.511954	0.0030179	0
0.511933	0.0036514	0
0.511906	0.00434506	0
0.51187	0.00509881	0
0.511825	0.00591253	0
0.511769	0.00678608	0
0.511702	0.0077193	0
0.51162	0.0087059	0
0.511528	0.00970073	0
0.511426	0.0106946	0
0.511315	0.0116874	0
0.511193	0.012679	0
0.511061	0.0136694	0
0.51092	0.0146584	0
0.510768	0.0156459	0
0.510607	0.0166319	0
0.510436	0.0176162	0
0.510255	0.0185988	0
0.510064	0.0195795	0
0.509864	0.0205582	0
0.509654	0.0215349	0
0.509434	0.0225094	0
0.509204	0.0234817	0
0.508965	0.0244517	0
0.508715	0.0254192	0
0.508457	0.0263842	0
0.508188	0.0273465	0
0.50791	0.0283061	0
0.507623	0.0292629	0
0.507325	0.0302168	0
0.507019	0.0311676	0
0.506703	0.0321154	0
0.506377	0.0330599	0
0.506042	0.0340011	0
0.505698	0.034939	0
0.505344	0.0358733	0
0.504981	0.0368041	0
0.504609	0.0377312	0
0.504227	0.0386545	0
0.503836	0.039574	0
0.503436	0.0404895	0
0.503027	0.041401	0
0.502609	0.0423084	0
0.502182	0.0432115	0
0.501746	0.0441103	0
0.5013	0.0450047	0
0.500846	0.0458946	0
0.500383	0.04678	0
0.499912	0.0476606	0
0.499431	0.0485365	0
0.498942	0.0494076	0
0.498444	0.0502737	0
0.497937	0.0511349	0
0.497422	0.0519909	0
0.496899	0.0528417	0
0.496366	0.0536872	0
0.495826	0.0545274	0
0.495277	0.0553622	0
0.49472	0.0561914	0
0.494154	0.057015	0
0.49358	0.0578329	0
0.492998	0.0586451	0
0.492409	0.0594514	0
0.491811	0.0602517	0
0.491205	0.0610461	0
0.490591	0.0618343	0
0.489969	0.0626164	0
0.48934	0.0633923	0
0.488702	0.0641618	0
0.488058	0.0649249	0
0.487405	0.0656815	0
0.486745	0.0664315	0
0.486078	0.067175	0
0.485403	0.0679117	0
0.484721	0.0686417	0
0.484031	0.0693648	0
0.483335	0.0700809	0
0.482631	0.0707901	0
0.48192	0.0714922	0
0.481203	0.0721872	0
0.480478	0.072875	0
0.479747	0.0735555	0
0.479008	0.0742286	0
0.478263	0.0748944	0
0.477512	0.0755526	0
0.476754	0.0762034	0
0.475989	0.0768465	0
0.475218	0.077482	0
0.474441	0.0781097	0
